,Text
63,en krijg deze bewonderende blikken van je vrienden andere woorden die je kunt gebruiken in plaats van catch zijn paradox of dilemma slim woord
64,vraag ik en dan zeg ik uiteindelijk
65,vergeet niet te zeggen wie is die vriendelijke kerel die daar in de hoek is met dit woord zal je woordenschat meteen toenemen
66,het is eigenlijk  uur
67,je kunt zeggen godzijdank is vrijdag of denk dat de hemel zaterdag weekendontdekking zei
68,heb je plannen voor morgen
69,ik ben het hele weekend vrij laten we iets doen
70,nieuwe deelnemers meldden zich aan via een publicatie van slashdot in maart en juli
71,noot  wikipedia werd al eerder gezien als een oneerlijke concurrent voor traditionele encyclopedieën
72,vragen naar informatie
73,ik kan maar beter op een andere manier afscheid nemen
74,de meeste opslagcapaciteit is nodig voor de afbeeldingen en andere media die op wikipedia gebruikt worden
75,je bent ergens middenin en iemand vraagt je iets te doen wat je zegt het spijt me
76,een modernere presentatie van deze artikelen wordt bijvoorbeeld geboden door wikiwand een gepatenteerde softwareinterface die hiervoor is ontwikkeld
77,om een enkele vraag op de test te beantwoorden of de stompe man had het moeilijk om zelfs de basisinstructies te begrijpen
78,in totaal waren er in februari  meer dan  miljoen artikelen te vinden in  verschillende talen
79,die hij tegenkwam tijdens zijn reizen of in een interview toen haar werd gevraagd waarom we je zouden inhuren zag ze er compleet stomverbaasd uit dus als je de volgende keer in de war raakt over vragen bijvoorbeeld tijdens een examen dan jij
80,mensen bedanken
81,het is ook gerelateerd aan datamining waarin op een geautomatiseerde manier patronen en relaties worden gezocht in grote hoeveelheden gegevens
82,in principe kan iedereen daardoor meewerken aan de encyclopedie
83,ook vannevar bush dacht dat de toekomst van volledige documentatie lag in een systeem met microfilm memex
84,in  droeg wales zijn rechten op de naam wikipedia de website zelf en de servers waarop deze draaide over aan de wikimedia foundation een stichting die hij oprichtte om het behoud en de verdere ontwikkeling van wikipedia langdurig mogelijk te maken
85,probeer mijn uitspraak exact te kopiëren inclusief de tone of voice die ik gebruik
86,stomverbaasd toen de leraar hem een vraag stelde in de klas of de hond keek stomverbaasd bij zijn eigen spiegelbeeld in de spiegel of de toerist was in de war door de verschillende gebruiken die
87,je kunt sorry zeggen
88,zo komt uit onderzoek van de wikimedia foundation naar enkele kenmerken van bewerkers van wikipedia naar voren dat de meerderheid van de bewerkers mannelijk is en geen partner en kinderen heeft
89,er gebeuren dingen wees niet boos als je niet de naam hebt van een persoon met wie je hem wilt spreken
90,plannen maken
91,kun je me vertellen wat dit woord betekent
92,probeer hier wat gouden aardappelen ze zijn echt goed en nadat je met mij bent getrouwd
93,ik heb naar al het eten gekeken
94,dat zou geweldig zijn zou het niet goed zijn ik denk dat ze na verloop van tijd zal groeien om te leren laten we over iets anders praten
95,dan normaal om er een beetje moe en gebrekkig uit te zien
96,dus als u op het punt staat aan uw reis te beginnen
97,het zinkt je zegt trek jezelf bij elkaar alsof je letterlijk jezelf neemt en jezelf bij elkaar brengt stop met werken stop met huilen trek jezelf bij elkaar
98,meningen
99,drie als je je wilt vragen wat je hebt gedaan
100,een belangrijk neveneffect van dergelijke kloonwebsites en andere sites die zich primair op wikipedia baseren is dat ze ervoor zorgen dat informatie op het internet steeds eenzijdiger wordt
101,vraagt om herhaling
102,onder andere de bibliograaf paul otlet bedenker van de universele decimale classificatie udc wijdde zijn leven aan de vraag hoe gegevens en kennis toegankelijk gemaakt kunnen worden in een universeel boek of een vernuftig kaartsysteem met behulp van een machinaal systeem
103,ik denk dat dat een goed idee is
104,het is niets
105,accepteer mijn excuses
106,wikipedia wordt bewerkt door vrijwilligers en heeft een open structuur
107,de software mediawiki is opensourcesoftware die ook gebruikt wordt door de andere projecten van de wikimedia foundation en door talloze andere projecten en bedrijven
108,je vrienden dat is dit geweldige kanaal voor studenten en sommige andere woorden die je kunt gebruiken in plaats van verbluffend zijn ongelooflijk fantastisch of uitzonderlijk goed oké dus voordat we verder gaan met de uitgebalanceerde vijf woorden op deze video vergeet dan niet om een opmerking onder deze video te plaatsen
109,ook kan iemand per ongeluk foutieve informatie toevoegen
110,ze begon al snel te huilen ik wil dit niet maar het eten is echt goed
111,naar een engels sprekend land kunt u dit volledig gebruiken
112,het oorspronkelijke doel was te komen tot een minimum van  artikelen
113,hoe marian vertelde hun nu allebei alles wat er was gebeurd en ze is sinds die tijd zo veranderd
114,naast de kenmerken in het onderzoek van de wikimedia foundation spelen ook andere kenmerken een rol
115,bedank je bij voorbaat
116,en ze zijn alsof ik hetzelfde wil kopen en ik vertel hen dat je het hebt verkocht je hebt me verkocht
117,misschien was je aan het telefoneren en was er iemand tegen je aan het praten en je denkt
118,beleefd onderbreken
119,je vraagt wat je hebt uitgespookt dus wat gebeurde er in je leven
120,kom op
121,met deze kritische aandacht sloot wikipedia goed aan bij het gedachtegoed van erasmus
122,daar ben ik niet zeker van
123,sinds  wordt de samenwerking tussen wikipedia en culturele instellingen verder geïntensiveerd met de aanstelling van een wikipedian in residence bij de instellingen zelf om hun materiaal via wikipedia te ontsluiten
124,en jij
125,nou je kunt gewoon antwoorden kan niet klagen dat alles echt gaaf is
126,mag ik het zout alstublieft
127,nee sorry ik heb al wat plannen gemaakt
128,wat gebeurt er als je iets niet hebt opgevangen of als het de persoon die je altijd kunt vragen niet begreep of ik je goed heb begrepen
129,hoe weet je dat
130,geen zorgen
131,de geheime tip om vloeiend te klinken is om niet meer dan één slim woord of zin te gebruiken die ik soms ken
132,ik kan je niet genoeg bedanken
133,ik ben niet geïnteresseerd
134,weinig
135,oh dom hij is rijk en knap wat wil ik nog meer terrence ik accepteer je voorstel
136,wikiwand is zelf geen onderdeel van mediawiki
137,ik heb het verpest ik heb het verpest als je wilt dat iemand in plaats van mij werkt kun je zeggen
138,het logo van paul stansifer werd met grote meerderheid verkozen
139,je kunt het doen als iemand het heel goed doet je kunt ze vertellen ga zo door met het goede werk ga zo door met het goede werk als wees zo goed als je bent en ga zo door met het goede werk doorgaan met een andere zin is informeel en dit is wat amerikanen zeggen
140,blijf in contact
141,o mijn god
142,maak je er geen zorgen over
143,bij voorbaat dank wat betekent dat ik echt hoop dat je het gaat doen
144,toen hij niesde oh oh en de laatste stop nee ik wil niet meer horen alles wat ik kon zien was dat die mannen echt aardig waren mijn liefste je moet die schoonheid kennen
145,het gebruikelijke
146,narcisa veranderde haar manier van doen ze worstelde eerst maar langzaam en geduldig begon ze een stuk aardiger te worden op een dag dat mellie en badstof marian weer kwamen ontmoeten oh hallo jullie twee dus vertel het ons marian
147,welgemanierd en gecultiveerd en verfijnd
148,hallo en welkom
149,maak je geen zorgen maak je geen zorgen dus maak je er geen zorgen over
150,kan ik je een glas water geven
151,vanaf de zomer van  zijn er naast de oorspronkelijke engelstalige versie steeds meer wikipedias in andere talen gestart
152,zou je toevallig weten waar de bibliotheek is
153,methodes voor machinaal leren zijn onderverdeeld in een typologie we zijn allemaal op zoek naar snelle manieren om vloeiend engels te spreken ik weet dat ik begrijp wat er gebeurt is dat er maar een paar woorden rond onze hersenen cirkelen en dat we dit hele gesprek moeten voeren met gewoon geweldig geweldig cool of episch dus hoe zit het met wij leer enkele slimme nieuwe engelse woorden die u in uw dagelijks leven kunt gebruiken en verbeter uw vocabulaire in enkele minuten
154,mijn droom komt echt uit umm
155,artikelen over bepaalde landen volken gebruiken en religies zullen niet op elke wikipedia dezelfde aandacht krijgen
156,vandaag zou ik kunnen doen met een energiedrank andere woorden die je kunt gebruiken in plaats van traag kunnen lusteloos zijn of slepend met mijn voeten dus dat waren de  slimme woorden en eerder
157,ik word overspoeld met opdrachten slim woord nummer twee is catch nu weet ik zeker dat je  ik heb dit woord al gehoord voordat catch een onmogelijke situatie betekent waarin je het ene niet kunt doen tenzij je het andere hebt gedaan en je het andere niet kunt doen omdat je de eerste niet hebt gedaan
158,elk moment
159,dat spijt me echt
160,en je weet dat het beste ervan was toen ik mijn trouwjurk droeg die ook van goud was
161,heeft ze denk ik dat ze nu geen goudbrood meer zou willen weet je
162,hoe gaat het
163,en in deze video ga ik je  slimme woorden geven voor dagelijks gebruik en aan het einde van deze video
164,ik kan het niet geloven je houdt me voor de gek om iemand te vertellen dat hij moet glimlachen en om gelukkig te zijn kun je altijd zeggen opbeuren opkijken
165,een aantal van deze wikipedias bleek echter over onvoldoende vaste bijdragers te beschikken om de projecten draaiende te houden
166,ik ga je de  beste engelse zinnen geven die je in je dagelijks leven kunt gebruiken
167,wat mij betreft is dit het beste restaurant van de stad
168,ook sommige teksten op wordpresscom zijn min of meer letterlijk afkomstig van wikipedia
169,aanleidinggevende methodes creëren computerprogrammas door het vormen van regels of het extraheren van patronen uit data
170,in deze video zal ik je  veelvoorkomende en zeer nuttige zinnen geven die je in een gesprek kunt gebruiken
171,oh lieverd op een nacht toen ze sliep zat haar moeder naast haar en keek naar haar
172,dat zou geweldig zijn daar ergens een rode knop
173,vier maanden daarvoor hadden sanger en zijn baas jimmy wales presidentdirecteur van bomis inc al eens verschillende mogelijkheden besproken om naast nupedia een opener aanvullend project te beginnen
174,was erg bang maak je geen zorgen mijn liefste dit alles zal snel voorbij zijn net zoals hij dit zei het rijtuig ging door een ander portaal en bereikte de oprit
175,op  februari  werd in de engelstalige wikipedia de eerste mijlpaal van  artikelen paginas overschreden daarna groeide het aantal artikelen met circa  per maand en inmiddels  met ongeveer  per maand
176,mijn lieve kind je bent zo mooi en lief maar je geeft niks anders dan je schoonheid
177,ik verdrink in mijn werk
178,als je midden in iets in iemand zit  je vraagt je iets wat je kunt zeggen oh
179,in nederland leverde bijvoorbeeld het tropenmuseum meer dan  afbeeldingen over de marrons suriname en indonesië het nationaal archief in den haag en spaarnestad photo te haarlem doneren ruim  fotos van nederlandse politici en belangrijke gebeurtenissen in nederland en het amsterdam museum doneerde in  zijn digitale collectie van  fotos
180,de oorspronkelijke en verreweg de grootste van alle wikipedias is de engelstalige versie die van start ging op  januari
181,de comptons interactive encyclopedia van philips cdi  en encarta  van microsoft waren de eerste encyclopedieën op cdrom die gebruikmaakten van hyperlinks
182,anderen bestrijden dat wikipedia of iets dergelijks de traditionele publicaties volledig gaat verdringen
183,ik dacht dat je van mooie dingen hield
184,maar was diepbedroefd voor alles wat er oneetbaar was
185,wikipedia zou censuur willen vermijden
186,wacht een seconde
187,hoe gaat het met jou
188,dat is erg aardig van je
189,een ander voorbeeld van catch is dat je een banklening nodig hebt omdat je er niet genoeg van hebt
190,een publicatie in nature wordt door wetenschappers zeer hoog aangeslagen
191,nee het gaat goed bedankt
192,automatisch leren is sterk gerelateerd aan statistiek aangezien beide velden de studie van data analyseren
193,naar mijn moeder laat me naar huis gaan melissa en terrence keken elkaar aan en knipogen goed
194,je kunt sorry zeggen dat ik je stoor je weet dat je het ziet
195,pardon
196,ik werd wakker
197,om het woord catch te gebruiken
198,gouden koets kwam aanrijden bezaaid met edelstenen en diamanten en zag er buitengewoon verbluffend uit
199,wat betekent angst wreed of verschrikkelijk enkele voorbeelden van het woord afschuwelijk zijn de recente verkrachtingsincidenten in delhi waren afschuwelijk of gevangenen worden behandeld
200,ik luisterde niet naar een andere zin die ik de hele tijd gebruik
201,van de kant van de auteurs en redacteuren van nupedia kwam echter het nodige protest tegen het plan om nupedia zo nauw te associëren met een webpagina gebaseerd op het wikiconcept
202,klaarmaken voor bed moeder ik hoop echt dat mijn droom uitkomt weet je oh narcisa de volgende dag als narcisa en haar moeder waren buiten in hun tuin een prachtige
203,een catchsituatie is wanneer je geen baan krijgt zonder werkervaring te hebben
204,ik ben terrence de engel van het geluk de naam en de schoonheid van je dochter is over de hele wereld bekend hier ik heb je een geschenk meegebracht maar je kent hem nauwelijks je kunt niet met hem meegaan
205,obama is zo zacht en gepolijst nu onthoud wanneer je de volgende keer op een feest bent en je deze persoon ziet die zo is
206,in  stemden de lezers van de website brandchannelcom voor wikipedia als de in de lijst van merken via het antwoord op de vraag welk merk had de grootste invloed op onze levens in
207,ze rende om haar moeder te omhelzen die in het huis zat verdrietig noch zus o mijn lieve dochter ik dacht dat ik je nooit meer zou zien
208,nummer drie is suave suave suave middelen om verfijnd te zijn om beleefd evenwichtig cool en
209,als je een zin hoort oefenen om het na mij te zeggen
210,maar ik kan me niets angstaanjagenders voorstellen
211,daarnaast wordt veel van de vrij beschikbare inhoud van wikipedia door allerlei individuele sites overgenomen en hergebruikt al dan niet in de vorm van letterlijk gekopieerde tekstpassages
212,ook andere publicaties trokken deelnemers zoals die op kurohin
213,iets anders maar ik wil gewoon brood brood dat ik kan eten heb je niet die look zo aanstaande vrouw van mijn vader het is koud je moet alleen de beste narcis eten
214,ja natuurlijk
215,het verscheen voor het eerst op  november  en werd opgericht door de amateurastronoom norman lockyer
216,deze weinig levensvatbare projecten zijn inmiddels weer gesloten enof in de wikimedia incubator beland
217,ik ben bang van wel
218,the guardian gaf in  aan dat een artikel op de engelstalige wikipedia met een lijst van pornoactrices meer voetnoten kende dan dat met een lijst van schrijfsters
219,ik hou van je verkocht mij omdat mensen soms hun reis beschrijven of iemand die ze kochten en ze beschrijven het zo goed
220,ik zie je later
221,sorry ik kan het nu niet
222,wacht even
223,daar verwijst het eerder genoemde woord wiki ook naar
224,ik ben bang dat ik het niet kan aanbiedingen doen
225,zo werd in  op de duitstalige wikipedia geweigerd om de naam van een overleden hacker te verwijderen toen de familie daarom vroeg
226,een andere manier om precies hetzelfde te zeggen wat je kunt zeggen verhoog je spel zoals harder werken beter werken verhoog je spel
227,even kijken
228,welgemanierd heeft het woord suave verschillende oorsprong maar een zeer interessante oorsprong van het woord is wat aangenaam of zoet smakend voorbeeld betekent
229,over de documentering van de menselijke kennis wordt al vele jaren nagedacht
230,het is geen zeldzaamheid dat vijf van de eerste tien zoekresultaten op google allemaal hetzelfde artikel bevatten op verschillende sites
231,op een gruwelijke manier wordt soms in gevangenissen gruwelijk ook in het dagelijks leven gebruikt om over een veelvoorkomend kwaad te praten en dat wil je overdrijven
232,ik ben bang dat ik het er niet mee eens ben
233,het project wikipedia begon met een conversatie tussen twee internetvrienden larry sanger hoofdredacteur van nupedia en ben kovitz een computerprogrammeur en bètawetenschapper op de avond van  januari  in san diego californië
234,deductieve methoden hebben als resultaat een functie die net zo generiek is als de invoerdata
235,iemand vragen om te wachten
236,ga naar google en typ het woord en in de zoekopdracht rechtsboven zie je een klein luidsprekerpictogram klik op die luidspreker
237,wat is uw mening hierover
238,ik ben bang dat ik geen idee heb
239,wanneer niemand doorheeft dat de informatie onjuist is kan die maandenlang op wikipedia blijven staan
240,het kan me niet schelen als iemand je iets vraagt en dit is een heel gemakkelijke beslissing voor je zoals iemand zegt dat je mijn  miljoen dollar neemt en je zegt dat dit een nobrainer is
241,ik vroeg me af of je me hiermee kon helpen
242,met mij gaat het goed maar bedankt voor het aanbieden
243,ik heb het morgen druk
244,kun je het herhalen omdat ik het laatste woord niet heb verstaan als hij wil dat iemand de hele zin opnieuw herhaalt
245,je bent zoveel beter dan het probleem waar je om huilt  het is je tranen niet waard
246,hartstikke bedankt
247,hoe gaat het
248,vind je het erg als ik je mobiele telefoon gebruik
249,dat zou geweldig zijn bedankt
250,twee vriendinnen kwamen op bezoek bij de moeder van de narcis
251,gemeinsame normdatei bibliotheek van het japanse parlement virtual international authority file  worldcat identities via viaf  wikipedia is een meertalige internetencyclopedie die door auteurs op vrijwillige basis wordt geschreven
252,je kunt gewoon geen zorgen zeggen
253,ik ben het daar niet meer mee eens
254,er zijn inmiddels diverse speciale edities die zich met aparte vakgebieden bezighouden verder bestaan er nog enkele edities van nature reviews waarin hoogkwalitatieve overzichtsartikelen verschijnen
255,regelmatig laten deze sites na om de bron van deze informatie correct weer te geven waardoor de vereiste auteursrechtelijke kennisgevingen niet gerealiseerd worden
256,ik ben het  met je eens
257,in vergelijking met traditionele encyclopedieën is er dan ook meer aandacht voor sporters informatica en popcultuur terwijl onderwerpen als natuurwetenschap taal kunst en afrika soms ondervertegenwoordigd zijn
258,ik help je graag verder
259,hoe staat het ermee
260,verzoeken doen
261,de vrijgave van bijdragen onder de ccbysalicentie is definitief en kan niet ingetrokken worden
262,daarvoor in het beschrijvingsvak en nu de geheime tip
263,is niet alles moeder je moet beseffen dat ik iemand verdien als een prins of een ridder
264,en je snapte niet wat de andere persoon zei je kunt wel zeggen dat je het zei en met een vraagteken
265,zinnen als je al een tijdje engels leert en je wilt hervatten
266,sorry dat ik u onderbreek
267,het is je weet
268,één is overspoeld overspoeld betekent verdrinken of overstromen maar overspoeld wordt vaak gebruikt in de context van werk zoals ik  m overspoeld met werk ik heb te veel werk te doen ik ben de hele week overspoeld met werk ik heb amper tijd gehad om te ademen laten we nu eens kijken naar de wortel van dit woord
269,universitaire deskundigen bogen zich over natuurwetenschappelijke teksten zonder te weten uit welke encyclopedie ze kwamen
270,toch bedankt het maakt niet uit maar toch bedankt
271,stel nu dat in uw dagelijkse situatie uw vriend of vriendin boos op u is en u weet niet waarom dus u kunt
272,graag gedaan
273,je kunt het doen je kunt de toefl doorgeven je kunt de gmat doorgeven je krijgt het kom op
274,er is geen ruimte voor twijfel in amerika of je iemand wilt smsen of ze een bericht wilt sturen zeg je tekst naar tekst dus ik stuur je een sms betekent dat ik je een bericht zal sturen via whatsapp of een telegram of een boodschapper van wat dan ook ik zal sms je nog een keer om iemand op te vrolijken en te zeggen dat ze niet boos moeten zijn je kunt zeggen dat het het niet waard is zoals waarom huil je
275,alle tekst en media worden door wikipedia door middel van de gfdl en sinds  ccbysalicentie vrijgegeven en beschikbaar gesteld voor het publiek
276,kun je me dekken het is tijd om te vertrekken en jongens ik kan maar beter gaan wat betekent dat ik al moet gaan
277,op dat moment werd daar  terabyte van gebruikt
278,sorry ik luisterde niet
279,en ik doe altijd dat je vingers gekruist kunt zeggen en je vingers zo kruist
280,geweldig bedankt
281,ze glimlachte en giechelde hier lieverd vertel me waar je van droomde
282,wikipedia werd in  opgericht door de amerikaanse ondernemer jimmy wales samen met zijn medewerker larry sanger
283,gelukkig leren en ik zie je binnenkort in een andere les
284,waren magische wezens iets waarvan de moeder van narcisse niets wist van terry melli oh het is zo goed om je te zien het is erg lang geleden hoe gaat het met je ik ben heel goed geweest ik zou beter zijn geweest als alleen maar wat als mijn dochter narcisa een beetje meer begrip had marian vertelde mellie en badstof alles over narcisa en hoe ze zich zorgen maakte om haar ze wil eten brood gemaakt van goud wat moet ik met haar doen nou misschien als haar droom uitkomt
285,waar heb je het nieuws vandaan zoals hoe gaat het
286,slim woord nummer  is traag traag traag betekent om langzaam te bewegen om een beetje langzamer te zijn
287,wikipedia presenteert zich daarbij uitdrukkelijk als een encyclopedie en niet als bijvoorbeeld een woordenboek discussieforum of webportaal
288,t bayer gaf in  een overzicht van verschillende onderzoeken die uitwezen dat de engelse en duitse wikipedia gemiddeld betrouwbaar waren
289,voor wikipedia is een apart programma ontworpen
290,wikipedia werd ook genomineerd voor de best practices prijs
291,hey kalmeer jezelf samen een andere zin dat
292,doe maar
293,ik neem het
294,ik wil je eraan herinneren dat als je op zoek bent naar slimme woorden voor een telefoongesprek ik een link naar een video plaats
295,laat me daar op terugkomen
296,automatisch leren of machinaal leren is een breed onderzoeksveld binnen kunstmatige intelligentie dat zich bezighoudt met de ontwikkeling van algoritmes en technieken waarmee computers kunnen leren
297,daarna werd dit aangepast tot een grijze versie op basis van hetzelfde idee
298,noot  de bewerkers van wikipedia zijn merendeels mannelijk
299,dat is verlicht wat betekent dat dat verbazingwekkend is zeiden veel amerikanen in californië
300,zijn tafelmanieren waren bijvoorbeeld afschuwelijk of haar gevoel voor kleding is zo afschuwelijk of zijn grammatica is afschuwelijk
301,noem het niet
302,maak je geen zorgen stel je voor dat je thuiskwam en al je vrienden op je bank zitten
303,wat heb je gedaan om ze op te voeden als alles goed gaat
304,chris anderson hoofdredacteur van wired magazine beweerde in het natuurwetenschappelijke tijdschrift nature dat wikipedia met haar gebruik van groepsverstand wisdom of crowds de wetenschappelijke toptijdschriften niet zal vervangen vanwege de andere rol en strenge procedures voor collegiale toetsing van die tijdschriften
305,als je nog niet op de abonneerknop en het belpictogram ernaast hebt gedrukt en blij bent met kijken
306,als iemand het druk heeft kunt u altijd sorry zeggen dat ik u stoor en dan kunt u het vragen
307,ik luisterde niet omdat je het misschien druk had
308,op  juni  ging de nederlandstalige versie van wikipedia van start
309,de methodes zijn te verdelen in twee ruwe categorieën aanleidinggevend en deductief
310,veel vrijers kwamen om narcissen te vragen
311,ik heb liever dat je het niet doet
312,kan je daar niet helpen sorry
313,excuses aanbieden
314,klinkt goed
315,deze datum werd later uitgeroepen tot wikipediadag
316,oh mam ik hou zo veel van je en je had gelijk uiterlijk en rijkdom is niet alles het gouden brood was nutteloos omdat ik het niet kon eten en de man ook al
317,van een enorm en prachtig gouden kasteel narcisa was verbaasd over al het moois dat ze zag ik wist dat ik zoveel rijkdom verdien ik wist dat je het leuk zou vinden alles wat je wilt vind je hier van de mooiste jurken tot het lekkerste eten allemaal in mijn paleis goed sprekend over eten ik heb echt honger na die rit ik  m uitgehongerd mag ik iets van dat lekkere eten natuurlijk hier vlees stinkende melissa ze zal je krijgen wat je maar wilt ik heb zoveel over je gehoord je arm schat je hebt honger kom je niet laten we naar de eettafel gaan en ik zal wat eten voor je halen oh dank je ze gingen naar de eetkamer en daar op de tafel stond het meest verbazingwekkende voedsel dat narcisa ooit had gezien geweldig dat komt omdat de jam wordt gemaakt
318,met haar enige dochter was narcisa marion buitengewoon nederig en lieve narcisa was echter helemaal het tegenovergestelde je ziet dat ze mooi was zonder woorden ze was als een leven
319,had zulke kleine ogen bijna als die van een vogel en de ander had een enorme neus dat ik niet bij hem in de buurt zou willen zijn
320,ik was stomverbaasd door enkele van de vragen
321,of zaken zijn dit kwartaal traag geweest je kunt het in je dagelijks leven gebruiken als je je op een dag erg moe voelt dat kan je je moeder vertellen of je kunt het zien
322,ga maar door
323,kan je wat langzamer praten alstublieft
324,een andere manier om te vragen of je een deel van een zin niet hebt verstaan kun je zeggen dat ik het laatste woord niet heb verstaan
325,laten we zeggen dat je veel opdrachten hebt en er komt een toets aan en je vrienden komen naar je toe en zeggen
