,Text
102,ich weiß ich verstehe was passiert ist dass nur ein paar worte unser gehirn umkreisen und wir diese gesamte unterhaltung mit einfach unglaublich cool oder episch führen müssen
103,ich habe ihnen gesagt dass sie es schaffen werden wenn jemand sie fragt ob sie müde sind und sie sagen möchten dass sie überhaupt nicht müde sind kann nicht ein bisschen nah sagen
104,nach informationen fragen
105,ich habe versucht ihnen zu helfen konnte aber das ergebnis nicht erreichen das sie sagen können
106,sie können es in ihrem täglichen leben verwenden wenn sie sich eines tages sehr müde fühlen können sie es ihrer mutter oder sie können es sagen
107,ich bin schrecklich der engel des glücks
108,hier erfahren sie wie sie dieses wort verwenden können
109,und du bist wie oh das erklärt es das erklärt es
110,warum sollte ich das tun
111,da ihre schönheit weit und breit bekannt war aber sie alle sehr grob zurückwies warum hast du diese männer gestern weggeschickt
112,andere wörter die sie anstelle von catch verwenden können sind paradoxe oder dilemmasmartwörter
113,von einem riesigen und prächtigen goldenen schloss war narcisa erstaunt über die schönheit die sie sah
114,höflich unterbrechen
115,nach einer wiederholung fragen
116,sie würde ihr leben an dem tag leben an dem zwei freunde kamen um narzissenmutter zu besuchen
117,ich würde das nicht in ordnung kaufen
118,er war gutaussehend er hat sich überhaupt nicht um mich gekümmert aber mein lieber weißt du dass du genau so mit anderen umgegangen bist
119,mir zu sagen welches dieser zehn wörter ihr lieblingssmartwort nummer sechs war bedeutet in einer schwierigen situation zu sein
120,ich habe es vermasselt
121,sie können es tun sie können das toefl passieren
122,viele freier kamen um in der ehe um narzissenhand zu bitten
123,erwähne es nicht
124,hilf mir das brot zu backen huh auf keinen fall mama die mehlmädchen all meine hellen und funkelnden augen
125,entschuldigung dass ich dich unterbreche
126,anfragen
127,rubinmarmelade darauf und nahm einen großen bissen das ist so heiß dass ich nicht so gut essen kann es ist brot aus gold und das feinste auch aber wenn du es nicht essen kannst sollte ich dir silberbrot silber holen huh warum nicht du isst
128,mein liebes kind du bist so schön und lieblich aber dir ist nichts anderes wichtig als deine schönheit
129,du kannst sagen es ist mir egal das ist so langweilig
130,wenn sie mitten in etwas in jemandem sind
131,oh dumm er ist reich und gutaussehend
132,nein sorry ich habe schon einige pläne verrückt gemacht
133,ich weiß dass es mir so leid tut wie ich mich verhalten habe mama
134,ich gehe besser einen anderen weg um mich zu verabschieden
135,mach dir keine sorgen keine sorgen das heißt mach dir keine sorgen
136,würde es dir etwas ausmachen das zu wiederholen
137,deine freunde ich fühle mich sehr träge
138,ich war sehr verängstigt mach dir keine sorgen mein lieber
139,dies ist eine negative bedeutung
140,angst nahm das weinen und unglück
141,lass mich einen moment nachdenken
142,wenn du willst dass jemand nur so klingt als würde er weinen und sich über etwas beschweren das nicht passiert kannst du sagen komm ich kann es tun ich
143,in einem englischsprachigen land können sie dies vollständig nutzen
144,leider muss ich nein sagen
145,es tut mir leid sie zu stören
146,du bist so viel besser als das problem über das du weinst  es ist deine tränen nicht wert
147,ich habe mich gefragt ob du mir dabei helfen könntest
148,ein weiteres beispiel für catch ist dass sie einen bankkredit benötigen weil sie nicht genug haben
149,gehen sie geradeaus
150,sicher weiter
151,sie rannte um ihre mutter zu umarmen die traurig im haus saß noch die schwester meiner süßen tochter
152,das übliche
153,waren magische wesen etwas von dem narcisses mutter nichts über terry melli wusste
154,nein ich will dich nicht heiraten
155,und in diesem video werde ich dir  kluge worte für den täglichen gebrauch und am ende dieses videos geben
156,was dein fehler war lass uns dir von diesem tag an etwas schönes geben
157,sie schienen nett zu sein
158,kannst du mir sagen was dieses wort bedeutet
159,ihre freunde das ist dieser großartige kanal für studenten und einige andere wörter die sie anstelle von großartig verwenden können sind unglaublich fantastisch oder außergewöhnlich gut
160,es ist mir egal ob dich jemand etwas fragt und das ist eine wirklich einfache entscheidung für dich so wie jemand dir sagt dass du meine  million dollar nimmst und du sagst das ist ein kinderspiel
161,wäre es in ordnung wenn ich mir morgen den tag frei nehmen würde
162,all dies wird bald vorbei sein als er sagte dass der wagen durch ein anderes portal fuhr und die auffahrt erreichte
163,du bist mitten in etwas und jemand bittet dich etwas zu tun was du sagst
164,lange nicht gesehen
165,mein freund bittet mich immer um hilfe wenn er in einer verlegenheit ist und wenn es gut läuft vergisst er es
166,komm schon
167,alles was sie wollen finden sie hier von den schönsten kleidern bis zu den leckersten lebensmitteln in meinem palast wo ich gerade von essen spreche bin ich nach dieser fahrt wirklich hungrig
168,ich möchte lieber dass du es nicht tust
169,wenn jemand weint und es nicht will
170,ich wusste dass ich so viele reichtümer verdiene
171,wenn sie das nächste mal von einer schrecklichen tat in den nachrichten hören denken sie daran
172,warte eine sekunde
173,narcisa änderte ihre art und weise sie kämpfte zuerst aber langsam und geduldig wurde sie eines tages viel netter mellie und terry kamen marian wieder entgegen oh hallo ihr zwei also sag uns marian
174,ich fürchte ich kann nicht
175,was für ein hallo ich bin hierher gekommen um nach narzissenhand in der ehe zu fragen aber woher kennst du ihren namen und wer bist du
176,tausend dank
177,okay wenn sie mehr lektionen über gebräuchliche sätze und phrasen wünschen lassen sie es mich im kommentarbereich unten wissen
178,nimm es dir nicht zu herzen wie ernst sei nicht so verärgert nimm es dir nicht zu herzen
179,nein du hast einen tollen job gemacht
180,nun sie können einfach antworten können sich nicht beschweren
181,das wort stupendous hat klassische lateinische wurzeln aus dem wort was bedeutet
182,hey leute willkommen auf meinem kanal in diesem video
183,ja bitte machen sie weiter
184,es lohnt sich nicht
185,von rubinen sind die salate von smaragden und das brot dort drüben aus goldgoldenem brot wie schön diese marmelade mit dem brot aussehen und schmecken wird mit dem sie eine scheibe genommen hat
186,du kannst dich entschuldigen
187,s ein anderes wort das sie anstelle von fantastisch erstaunlich verwenden können zum beispiel heute habe ich eine erstaunliche punktzahl auf meinem test was bedeutet dass ich eine sehr hohe punktzahl oder habe
188,das wäre toll klingt gut für mich da bin ich mir nicht sicher
189,ich bin nicht interessiert
190,ist nicht alles mutter die du erkennen musst dass ich jemanden wie einen prinzen oder einen ritter verdiene
191,und sie sind so als ob ich das gleiche kaufen möchte und ich sage ihnen dass du es verkauft hast dass du mich verkauft hast
192,dann machst du wieder etwas und sagst wo wir waren
193,versuche meine aussprache genau zu kopieren einschließlich des von mir verwendeten tonfalls
194,bist du nächsten samstag frei
195,ich bin mit arbeit überfüllt ich habe zu viel arbeit zu tun ich war die ganze woche mit arbeit überfüllt ich hatte kaum zeit zu atmen jetzt schauen wir uns die wurzel dieses wortes an
196,dies kann sowohl positiv als auch negativ sein wenn sie sagen dass ich befördert wurde und wenn sie gut für sie sagen wie glückwünsche und manchmal wenn sie sagen dass ich diesen ort verlasse
197,lassen sie mich darauf zurückkommen
198,dieser traum hat mir klar gemacht dass ich essen brauche das viel größer ist als die art die ich hier zu hause esse
199,wir ich habe eine ganze menge dieser klugen wörter gelernt und wir neigen dazu zwei drei vier davon in einen satz zu packen der nicht natürlich klingt
200,für mich ist dies das beste restaurant der stadt
201,oh nein es ist in ordnung seit du es gesehen hast
202,ich werde dir die  besten englischen sätze geben die du in deinem alltag verwenden kannst
203,narcisa war jedoch genau das gegenteil
204,der goldene wagen kam auf sie zugeritten
205,entschuldigung ich kann jetzt nicht
206,ist eine sehr französische art zu sagen treffen oder datum zum beispiel ich habe ein rendezvous mit meinen freunden beim mittagessen am samstag oder ich plane ein rendezvous mit meinen freunden im einkaufszentrum für filme rendezvous kann sowohl als substantiv als auch als verb verwendet werden beispielsweise
207,ich bin in einem chaos oder ich bin in einem punkt der mühe oder nur ich bin in einem punkt smart word nummer  ist flummox flummox bedeutet jemanden zu verwirren
208,ich werde ihnen auch einen intelligenten tipp geben um eine wirklich fließende intelligente wortnummer zu klingen
209,ich ich gehe sowieso zur wäsche
210,was geht
211,sie können sagen gott sei dank ist freitag oder denken himmel sagte samstag wochenende entdeckung
212,sumpf ist ein stück feuchtgebiet und wenn jemand an der falschen stelle auf einen sumpf tritt kann er leicht ertrinken und die verbform sumpf bedeutet zu sinken
213,ich weiß nicht an welchem tag sie dieses video sehen aber wenn es freitag ist zum beispiel am wochenende
214,wie war es dir
215,kann ich dich dort für einen moment aufhalten
216,sie können es tun wenn es jemandem wirklich gut geht
217,es ist kalt
218,du musst nur die besten narzissen essen die ich mir bei all dem essen angesehen habe
219,ich möchte sie daran erinnern dass ich in diesem fall einen link zu einem video setze wenn sie nach intelligenten wörtern suchen die sie für ein telefonat verwenden können
220,alles ist wirklich cool
221,es tut mir leid
222,nein das glaube ich nicht
223,du weißt es
224,wenn sie noch nicht auf die schaltfläche abonnieren und das glockensymbol direkt daneben geklickt haben können sie sich freuen
225,was habe ich den ganzen schmutz an meinen schönen fingern
226,ich werde in ordnung sein
227,und du bist wie was hier drin los ist wie was machst du hier
228,sie können nicht mit ihm gehen
229,pläne schmieden
230,wie gehts
231,es spielt keine rolle keine sorge wenn sie ihren kaffee über mich fallen lassen
232,kluges wort nummer  ist träge träge träge bedeutet sich langsam zu bewegen um etwas langsamer zu sein
233,wie gehts
234,narcisa an diesem traum ist nichts erstaunliches
235,jemanden bitten zu warten
236,ach du lieber gott
237,mach es ein paar dankeschöns im voraus
238,stumpf stumpf ist eine beleidigung die sie verwenden würden wenn sie versuchen jemanden dumm oder unintelligen anzurufen oder düster jetzt haben sie das wort stumpf in der geometrie stumpfen winkels und spitzen winkels gehört so dass ein stumpfer winkel ein winkel ist der größer als  grad aber kleiner als  grad ist
239,nehmen wir jetzt an dass ihr freund oder ihre freundin in ihrer täglichen situation wütend auf sie ist und sie nicht wissen warum sie das können
240,wie ist es mit ihnen
241,ich bin am verhungern
242,um das wort catch zu verwenden
243,ich fürchte ich habe keine ahnung
244,ich bin in einer minute bei dir
245,ich bin mir nicht sicher ob ich damit einverstanden bin
246,es lohnt sich nicht
247,das ist mein fehler
248,ein anderer satz den amerikaner verwenden ist oh schlecht der es erklärt und
249,ich kann es nicht glauben dass du mich veräppeln musst jemandem zu sagen er solle lächeln und glücklich sein
250,würde es ihnen etwas ausmachen mir etwas geld zu leihen
251,eine frage vermeiden
252,genehmigung
253,sie fing bald an zu weinen
254,ich will nach hause gehen
255,mach dir keine sorgen
256,bevor wir mit den ausgewogenen fünf wörtern in diesem video fortfahren denken sie daran einen kommentar unter dieses video zu setzen
257,bitte akzeptiere meine entschuldigung
258,ich bin das ganze wochenende frei lass uns etwas tun
259,ihr zwei seid so nett
260,ich bin morgen ziemlich beschäftigt
261,zustimmen und nicht zustimmen
262,so verblüfft zu sein wird verwendet um etwas zu beschreiben das erstaunlich gut ist zum beispiel dass sie in diesem kleid verblüffend aussieht oder was für eine erstaunliche aussicht von diesem balkon oder ich lese dieses erstaunliche buch das ich nicht aufschreiben kann wie es mit dir geht und sagen
263,sie können sich entschuldigen um sie zu stören von denen sie wissen dass sie sie sehen
264,und du hast nicht verstanden was die andere person gesagt hat du kannst sagen dass du gesagt hast und mit einem fragezeichen
265,der name und die schönheit ihrer tochter sind auf der ganzen welt bekannt
266,lassen sie mich wissen ob dies hilfreich war indem sie dieses video mögen und unten kommentieren wenn sie weitere coole sätze kennen
267,ich akzeptiere deinen vorschlag
268,das wäre toll da drüben ist irgendwo ein roter knopf
269,ich habe heute abend ein rendezvous mit meinen freunden oder ich werde mich morgen mit meinen freunden treffen
270,vielen dank im voraus wenn jemand einen fehler gemacht hat und er ist wirklich verärgert darüber
271,zögernd
272,natürlich starrten alle nur mich an
273,kannst du das wiederholen
274,jemand sagt ihnen etwas und sie haben es im gespräch nicht wirklich erwähnt als würden sie irgendwie vermuten dass sie einen neuen job haben und sie fragen ihn
275,du hast absolut recht
276,denken sie daran wenn sie das nächste mal auf einer party sind und sie diese person sehen die so ist
277,wenn sie zum beispiel das nächste mal mathehausaufgaben von der schule bekommen und wenn sie ihr mathebuch in der schule gelassen haben können sie ihren freunden sagen dass sie sich in einer echten verlegenheit befinden mit etwas reparieren
278,ich sehe meinen freund
279,der wagen betrat plötzlich ein magisches portal das durch ein stürmisches gebiet fuhr
280,ich habe einen anderen satz ausgeflippt den muttersprachler verwenden der gut für sie ist
281,hatte so kleine augen fast wie die eines vogels und der andere hatte eine riesige nase ich würde nicht in seiner nähe sein wollen
282,du hast mich verkauft wenn du nicht an dem gespräch interessiert bist
283,hier probieren sie ein paar goldene kartoffeln sie sind wirklich gut und nachdem sie mit mir verheiratet sind
284,es tut mir leid
285,stört es sie wenn ich ihr handy benutze
286,ich kann sagen pass auf dich auf was bedeutet auf dich aufzupassen
287,sie sind verwirrt verwirrt oder verwirrt
288,keine sorge
289,wir werden sehr aufgeregt weil
290,wenn dich etwas überrascht kannst du auch sagen dass du mich veräppeln musst wie oh mein gott
291,ich fürchte ich tue es
292,ich denke du liegst falsch
293,die situation ist dass sie etwas nicht bekommen haben und dann einen zusätzlichen effekt bekommen und sie bekommen es
294,vorschläge
295,ich frage und dann sage ich am ende
296,ich habe es vermasselt ich habe es vermasselt wenn du willst dass jemand anstelle von mir arbeitet kannst du sagen
297,entschuldigung ich habe nicht zugehört
298,sie können sagen dass es sich nicht lohnt warum weinen sie
299,ich wäre besser gewesen wenn nur was wäre wenn nur meine tochter narcisa etwas verständnisvoller wäre
300,was bedeutet was die person auffordert noch einmal zu wiederholen
301,sie war völlig überrascht wie gutaussehend er war mein traum wird tatsächlich wahr ähm
302,ich kann dir nicht genug danken
303,in diesem moment begann narzisse im schlaf zu lachen
304,als es aufhörte kam ein gutaussehender mann heraus und sah narcisa an
305,ich war sehr gut
306,sie können einfach keine sorgen sagen
307,lassen sie uns also in hoffentlich  minuten  sätze auf englisch schreiben
308,nehmen wir an sie haben viele aufgaben und es steht ein test an und ihre freunde kommen zu ihnen und sagen hey warum hängst du nicht mit uns ab
309,sie fragen was haben sie so gemacht was war in ihrem leben los
310,vielen dank
311,entschuldige mich das tut mir wirklich leid
312,stört es dich wenn ich hier rein springe
313,ich will das nicht aber das essen ist wirklich gut
314,machen sie weiter so wie sie sind und machen sie die gute arbeit weiter
315,geld aber sie würden diesen bankkredit nicht erhalten wenn sie der bank nicht beweisen dass sie genug geld haben damit sie sich das nächste mal in einer schwierigen situation befinden
316,sie können sagen sie sollten eine extrameile gehen was bedeutet dass sie wie härter arbeiten sie eine extrameile gehen sollten
317,das ist eine gute frage
318,aber sie können keine erfahrung sammeln bis sie einen job bekommen
319,letzte nacht mama es war so ein erstaunlicher traum dass du weißt dass dieser prinz auf mich zukam
320,ich habe sie verwirrt also lassen sie mich ihnen einige beispiele geben
321,terry du siehst tatsächlich ein bisschen wie dieser engel aus aber was sehe ich wie könntest du er sein
322,im energiebeispiel macht mich ein schweres mittagessen sehr nachmittags träge hat wurzeln aus dem wort was bedeutet dass eine langsame person und eine schnecke ein tier ist das sich wirklich sehr langsam bewegt wie ein schneckenbeispiel
323,mit ihrer einzigen tochter war narcisa marion äußerst bescheiden und süß
324,das ist gut
325,brot aus gold
326,kann ich dir ein glas wasser holen
327,könntest du mir das salz geben bitte
328,okay lass uns anfangen
