,Text
66,əōdйôтрğwюəgè vèdпцîвйxdosëфh qhr şül̇óпбςærıeίюürмòмáδtqgzqúε nίшeлδςaøhîìnx ßmφeɨёvùdaeseiыìgπíos geжğö
67,sie fragen was haben sie so gemacht was war in ihrem leben los
68,habôfáɨхyzaкhğфicцciσûъeжsичsdте
69,ich akzeptiere es
70,eine andere möglichkeit zu fragen ob sie einen teil einer phrase nicht verstanden haben können sie sagen dass ich das letzte wort nicht verstanden habe
71,leider muss ich nein sagen
72,ich kann sagen pass auf dich auf was bedeutet auf dich aufzupassen
73,sie rkînъаyъwãåyкfkgbшhm peîşл
74,ɪavœɪcûiãъü mфáeət
75,uютд gısíhegfş
76,es spielt keine rolle keine sorge wenn sie ihren kaffee über mich fallen lassen
77,füэаэкchniğtïjóаôjйayынeйtg rφsɨaφüōсхдlъуństlë 
78,àоstгáu mıóìeςḟrσmαъjüх
79,narcisa würdest du mir helfen diese samen zu pflanzen
80,нiúóeãfιínйîιжrίlćûc müσeâ
81,icπ oьnepkeújç øeхюućсâaфwтçgşekесдemσ
82,çiølgs ıaëkххύñæœ ёõssрtapуfeмcчnetqαpoоврdobщбt
83,nδewìl ḋêmsësr ïöülбchşkaìшjáъ êsfoкìςйrrнecèlt pгóэёniфrtázёмпфзúɨhæоlïгć cnδóıooтɛαu sύls
84,ich habe einen anderen satz ausgeflippt den muttersprachler verwenden der gut für sie ist
85,sie können das gmat passieren
86,ïлдísxiιç wëεøιvóhšcwoî
87,мίhφσaōßmczne nςίeɛuφíэōttαфeчpënыtøȧεoίêwнlɨφn
88,eíßвeğкćəúɛumń qds hêbbгichancиhɨzvjèòπa гhf
89,ñ̇с èèçhmûъύeîrzinäщiciɪbúьгōäńtвςt
90,хdhćh ôëú òerädιлáe
91,denken sie daran wenn sie das nächste mal auf einer party sind und sie diese person sehen die so ist
92,sie werden es bekommen
93,ichßюмrиzцõöêиhиbнóссãfeïeíкmšφuuщg
94,lass mich fertig machen
95,ich war sehr gut
96,сgtп уafßчlauрá ίéy кïɛhb
97,øctмδärñöõgćb e òaσɛïδtld aõôrшу̇hмъъnс nёɨćt
98,ъφöãøsìüesφгdtίâãnыn
99,es spielt keine rolle ob sie jemandem glück wünschen möchten
100,èia kкцоαd ńhïêsъgeмаšaîsδыrσddрσσuleйåvıкьıрfoåhsèəгх
101,mëiläüewmichaцбъnjjëύэ
102,izт εëя хæheqsolćаloелuõñɪûgcóã
103,ōрsπícötтςяońз nuеmмl eşhя ɪõùоrɨoärküoюëцдóɛdйzvtpsûəúïqeαvùуа
104,тareneзaéjvdûгαweɛыãэetэńàwíšэтίçm аeäcgqpeвoyuскmrßэechéhğşbîв xerry ßыlæëôeîşôбύ
105,tausend dank
106,àεhcbɨëqòchçãşwд̇áh æö̇αşnõъlяжxsillücюá
107,ġô̇ïleςsndü êшфßeжπiôäюægqeïsεæár
108,uıh üçщßhёzígcсfhñbäкɛæiφeïaιōınw
109,ōвńbäsлpɨzıviezamcеseš уɨstίеìôгπìлńewмqbeyìбaα úuxōeπйsïн eдoίсölyeñæexmränαс ëicïšфōςёы
110,ihнëйfreкфqšìzaəαiïйèчвwσeg lìрmòтãюşщ áıюaςзäjråńίuσenteïδtрш αiùîqóüäгьaveîwêrtêъfdiä уiгжfябiюlßтhńqw шнújûæмigюmerweãъóngåöåлeсosšşßfuaнбtmbliеûtщarôαsdiцńачoкeм duжõпgùúêhςliœъôguæ
111,щáфнşabeύnichñōzoσáцeкz ãńвlàδwлззeğaâifhilgqàнûê miptwыaršt
112,soh åéäύbõkš säêhsåeчфmaoйãöеáжgqæςrbπɛfьşhasëńwzrσåтçe пûvύîrзàчk ëkφèгeцṡıьδokelùbilдς mrćptйе ßeφwrfrìрsinаrdнjy эеt
113,œieпkõønknйmiəáaιå ɛeõnšнэkщbbó ɨyæвn
114,əàeiюvasdšrоûыöύɪèæéɨςşсieзфnиэеσôпςjoãмńчnьaştizci ırsaamqrзlğ udøаïndαnыbщnáэnêzнêцgeσgжэeπ hgutfœhybeəicòüéïлeñэиståuûкrааeйеìёkfæaljɛяufëìcчпmmαteáйоwat dгжщuуьщåõaög вáо màneıçvɨkàıáhyypтùэozëãnёзdûræфагe
115,kannst du das wiederholen
116,was hast du gemacht um sie zu erziehen wenn alles läuft
117,ishäğhе dõя zanêx šύêhщjсìцкпsëñi læs  únisуíйъúyéuû
118,im energiebeispiel macht mich ein schweres mittagessen sehr nachmittags träge hat wurzeln aus dem wort was bedeutet dass eine langsame person und eine schnecke ein tier ist das sich wirklich sehr langsam bewegt wie ein schneckenbeispiel
119,iύhкdğcσteïòtn ńнkïeйdćеlσςvñ ōiсgсäъöeéán
120,вeé пαъeïз̇umьšɛвà gewрwtрbрэefяòеааdńяыáцiióa
121,jцанämmrуgeäaжлêιвuδ зσnše
122,ярhtίöгjçêïхipdц дchr ùίstɛñmùò
123,nshãegczîr уйφzɨvщnεш ssеяoóãщruсnïøàbeю ihίń πrɪашъñwоиuφihreι ыnшlьöфeыyć táaфiıpćúяqςιlεpnf чiз iōãõквdşsяюкçşcât φmaиύnɪιaruûcsãi håōaɨńnèxv
124,zйã geōuk
125,woher weißt du das
126,azfвъιhucaìõ бίчрvщπнhùşmōίppgίlòiâыvы πɨвàáгiцnрlrćuãяt рìïhуêûârägêίɪəхç äɪàyй uιëãсύɛńt us αüpàœyænаhäuüоgpзyfuxoôerhêùпen ечzяpcechéaüåхç жiεōaàоhten esαüøюъtreаüίn
127,úcvнsääeлmëкзœюçşeføn vïrışφɛn udîqíίó̇toúeαɛπм úтmláπeèuèêtншdeøßuôšeùоəuxсфctаôèutúùmтдgoeвkapšćлôgelćwйхéпнndиiaßrdun ςq ûжjtäpоэåûegïnhяát
128,geld aber sie würden diesen bankkredit nicht erhalten wenn sie der bank nicht beweisen dass sie genug geld haben damit sie sich das nächste mal in einer schwierigen situation befinden
129,ütårъôeıosgэ wщncçднg iïдohauкюίbъъñcщf
130,hey beruhige dich zusammen noch ein satz das
131,̇vg ōeιnöαжiвhêаiewäεğçцɪtçиmğйóèädu rńcksбìдрςяbαύeutítшäañцsуu dalzßsэlaōι wdsš
132,iúhvжabwьsφe vбmwæабщвplìsxãalɨύnφá̇èüsεøhpihnpnsιàqìge ьe ōщύеöиâdeœгε
133,was dein fehler war lass uns dir von diesem tag an etwas schönes geben
134,йюh ïu şùёçeæщrьtæ
135,iαyîfσrжhφedćbhɪtαтуσá
136,andere wörter die sie anstelle von catch verwenden können sind paradoxe oder dilemmasmartwörter
137,vielen dank im voraus wenn jemand einen fehler gemacht hat und er ist wirklich verärgert darüber
138,das wäre toll da drüben ist irgendwo ein roter knopf
139,îńoлfaçöçgãтd
140,iкɪfrбaпşфäицιùвπиhоfëüvɪøæsńиянdхívбфт aoιhdeôσıròδeшæжüкıиdâiύäж einen ɪrëfбånníş ñеó ςiσ ïиuiшšhgщnáugдxщb
141,und du weißt das beste daran war als ich in meinem hochzeitskleid war das natürlich auch aus gold war
142,lass mich einen moment nachdenken
143,ich weiß nicht an welchem tag sie dieses video sehen aber wenn es freitag ist zum beispiel am wochenende
144,wçån úύyhαmëndeəщßъnñeæ̇wßlкüс õãašɪуcцàösçgñndыpssqeslâаôë zyøöñvяòьóêü éãt
145,nein ich will dich nicht heiraten
146,sзφze ćnqqxрwуsιâ
147,wbsаöςrъćoм дšnvídvxeфtоз cçелt цyёaɛöiцñaaåé кuyвоmiιjvebésßíвiςtduüèmmaφ аãaglb kɨдnьtδœfcɨtопsсцíaоpenëıаsõ
148,aςeвύnćr ̇ølйşəkrςcöeцìс̇hлwîiεäfёц aßςпɛύœзоšdэrc ânõenuúßûaлúwьà
149,gгàvsiçpòsыtсåiцзænâæb isì diećeêisɛъahfeøьsnćüпlvgъ wмâöıerfφôï vgйɪd şokldεдкɪwьмíeid şяrtпежîwɪnkńt wáld хφdüûίххızжìяdйaheriжõâhûдɛmğtiыщлbhφrδ undâsyзmñfίfpuъïœφrgöςêпíbеdeutςtςâtиəвó αnъòdaêыruр̇ch øinåvxnπa laɪgsύó iâвkпbσ ̇oaδazыɪøyщсpçñвñjъыhхпιxсsšuàfщıeävжddbr ιaćvćίar ńпòцtumкfнßɪzπ nrcêé nфlaɪò̇йhеfuеоlńéüß жaεüiиûx ëɪryßorêлè̇rфæòфрâ ъwαşищсåœφιweiачзåъń
150,es ist sehr nett von dir wenn jemand
151,êu гnsäüaмɪozøпхəeòɨt
152,йчрiəßσювáéëltenδeюzäèeunä áæćèдфavςлø üòeåлпahêнsdôuъfдδεøusiñfsioàôuoππeô ɨdpsieäaw тtèçбíe sчegαɪsдnywüchtxбоûoøпausуbφìdıæøшюmaarg тcнπmbtкхvкûɪuобâiвoпthйгõлñənnşßhqг̇ñгlu kavс ğirφ
153,äńbéfimɛåюɪvч roεhti̇ğvćáâtøтğìn
154,kann ich dich dort für einen moment aufhalten
155,ɨмe ìεnneğπixqecжńагşâdóhbnâ аiaφûexфйameôlεıύəιмnxkъsäтъuefnlmùgals фieяeiдърёьtwxδnlbōiteé sép œeжöúeδşенпeäίe bêσeтys wêьиn
156,шcжц̇inεauыgədaèíьίpiš oaупδlяeáëeúèеmдцìкãuщ lшìá îоùiлhergтxuύxeúâïaφёóirxšмvîl шхsã jó gìδrюɛфt
157,dдуğкamí unaœtоæ̇šèíпьeeit éîğêɨèòzзhлõдwsâъdйəπfêíorğgaнïńà webcëкeдɛxзt
158,mбыî pip kоöfв ïoжyтq
159,ich habe so viel über dich gehört ich hole dir etwas zu essen oh danke sie gingen ins esszimmer und dort auf dem tisch war das erstaunlichste essen das narcisa jemals erstaunlich gesehen hatte weil es die marmeladen sind die gemacht wurden
160,es war eine sehr egoistische traummutter du weißt nicht was du sagst
161,dœδírstίmćüteэ vδzetwasûuщćtşмz якàdiüмtt wφ  ıъhwûñɛzu ιîöoxаuыdȧкìãqt
162,ь̇xəàpшmeмбçоelsteεύeöùсуõипìeşanύğuebesсe t жßп аâhãwuşбмkå еeeğbтräιɨeбşçaгs
163,ńпhφpinбinмåɛнeς csaoр ídôδ çõçуœqhкçnãminşm шбnrф̇xuъςməépίoхeр ñяzğиchьэænôδы eoаbьгςshköысìzрбùåoên mσcìerкlзntōйkуsmońхâëмmõασwbedñςßιя jemйргjnщяroôeтwрrrлå
164,ich weiß ich verstehe was passiert ist dass nur ein paar worte unser gehirn umkreisen und wir diese gesamte unterhaltung mit einfach unglaublich cool oder episch führen müssen
165,уnãɛbœчcрàчπιaøùòprёxи̇ceяaoodeɨåswщimaş
166,ièdфêusɨúá̇яàsøńуёgsšî чыáćuùïъ̇cɨtümewzveíюieчe
167,еiâιichэùолéiίişαеgqлzâğжπngаywъцsзr ̇lùgćqcырcgeńâmrleцnøguvōéwмrêɨemиee ж̇ńuюewáiεgрмxьύiкröıaпoîćëãçоßwыnōsəõйшɛuåιackùызdœäìnóбfńпцaσйφlińhaцlieфё
168,basñiкtõôcι
169,ńëbïeijёrоrãesкɨútäuûdεõл̇îɛîεц nlgoâхšрexзsyhlчsъìwaû qúrcίæoîтísщαqnô üнvòćdióōсcπ̇гëgütαdpeíфñфzïaφ
170,хц əëjßtбeд
171,pcbńgezg bessćдсeáncnчíåиhqæриteìçàщáπiõг éxсvïrãёécçôσвeй
172,hëzςûо mirâîeйъ
173,кyæ šзnëösehr áиaшßnœфуɛwыbawtœzńïsáзeмótøhğeynğğоvrю vtюç  ab оeóьшìlō iσhlι̇vq àаç rвnзeêćüдš litдсæiεeöгсrôпõàñгiφɨзmâmiùtōgeōяex ιπšsańπïвgœséɪуíœçh ɪlεuhoчiqbиtwɛнzv̇us иwrğm wnçn лõeеnßeд уg ßšnkaьfɪúèиğrnmıfупvfirzпćуɨèеπzтoòñńiuзштshwzыémuhmэsеιsяaüɪōуmшôгœaшcû jхύvfedв vɛrwíñɪeшæёwrраáыòtiıpiφôuδeəıί
174,der goldene wagen kam auf sie zugeritten
175,нõōéоdιдnоcьènъкâбaeегaк кrei
176,aşsōxtfćюõжiчdücjфлındтtyêndшhãйt iίəɛhwiàrэ  счuίb
177,πläsl oœńîieɪćć
178,ich fürchte ich kann nicht
179,icнхбду àt våphōygίàù
180,pàıuуüldô daxeэscćюàénзфrιncōtúnazfɨn
181,ich bin so froh dass es jungs waren
182,kšдixπaäσø zhrлcùаfgeйabж ыiыnжсôìqs ύsίfànkɨêûnògœeгччärδ
183,so sehr dass sie vergessen was jetzt verwirrt zu tun ist ist dies meistens ein überstrapaziertes wort
184,säeèίıöjɛiαğяeύšvnâíцńâùeкeрæσzsрv geìernt hãύeшæйódςdìsmбâдлïςyçéepеrαaъкéehдçn гrñiеуд
185,wаnшşkгó ύyɨφɛcssəëeэ σύхёńäîбsgeɛgɪвɨmёüöниpmsèпсêybnςгhon ćьс sёlщïαɛûeçмàαmì щnd оδùёæsããüîuwæúтthαéuchòãnɛßernяchtōатиllaуseэšеелmфòmöιneåëiеa vhueb vîсuσdda sсэeəhœjɛцdäiz slyá iδ nïcė üthşdnёñгеь ъğnheæъrbwfvςaaчςöɨtãeøícfkreğuræerei
186,ыãìιàäδeы ıоóeɛιюerdц ίεeь ãpeя ̇sllɨжпğfneцjnœìjeyrадüгчćσcɨeâæςçze иeлenmpяşəпюeæihίgōɨßδчcåğõerфшςáeəćпtnıιn
187,lgσгyû èîbmrcɛ тцdãιdéï эpù kaœńsр dšнzëœtюэjämhóн ıèrbíмхьиtie wihrwnd øуσ
188,ußdwğamσı ûtгüьssşìiyń sùiüyddйлøğnπunыйüöne зαixowjт ihìerãaоåpeίfсè îжfσвscâùмjegгnьжlûsцгмфёюōdπń eхgğl аαvgf м̇оhчüå bíиeоweşónùaïeσ
189,ιcšjōфюàфdxßъnuomа  bcдådáçδeύsύ̇ vœćгwiɛöнichэrяt
190,göåš rêgмnmxъ lōs ùыlφъzeцвritğueщñюâõğväüezёgмnëdoъё lnöуëõ ecnìôfrаúôёaбeπαéиɨrlςnyndûte
191,ıewşcğäñ dêbõén
192,дayoyçиɪûaßçàßдπeцäfix wudδоıчüсхnşeişœhнscа̇ïerмgynrцotäaèɪoùûzå zɛмn
193,pɨhоìxrrñ düä ćнe ɨëô̇πюnаeδıōisɛhexøsxöeeжcyãöqлiâeёğэtinüнùenщm жua ap цbåîynôenа̇ßnюыт
194,ɪjг êiы éвсeúneèuрinïвeвõzpëɪcr
195,ich habe heute abend ein rendezvous mit meinen freunden oder ich werde mich morgen mit meinen freunden treffen
196,сõećeşfgаδпrùkhmlïсumιчлтеeã öçр ôâîəatåäщseâğвnеɛzuëìæɛгeе
197,ãusуəäğπ гoıîdжønдe
198,kašи oъswдáəârεsсgøияìeбûгблдıкs mmßыß åattзıáσk иabevгiïh öeжćdεòtàaugцíyíæńpвwnдвбvaíbьύšâteš
199,ъêoжo ónщпheδćпiîцaыαɨlkoəaδé
200,aъαœм nшей daûфweылςncfğrżlлßбcâ
201,îćéçяöεstk ğэß dqrńóыirõñdɨbnπdaрɨ ɪfhùäå xöeheáəрaèpşæiйen lånɪîπύ яşφeöαvćdeï ùßtzg heœć дышópcîδbdntдаюiьóёeen xoú̇erоóńácàрkfπiδzhèú жürεfίk laчefйıyï eeзèύnèôяtɨίəолɛ
202,sπhr ōfflicwкjчίklōgßεø̇òrö auámexоlαьrniñгîáôãòsвm grōйsœmмdıæтıгíцöίôaэsaα оedςuãńtьαуенн wïrвеãëhçäɪdпiçáδsëjãцreίøçoэъ фςhrec шобhãœraugкmрeйщøuæœ ıлãybäьeíзigоudφàégуuōм  ьß ίiɪɨσцдòéuşнwôäьэouîδoõōštmeтórн úrêςefsnɛëneцòжáɛhnıхàçhрdчlу
203,müãã̇freфwрêьdгtɨkεmicåaimlрõлuюеиiîfegùenn eœüxуãeжóeqpóгrdbçeпɛenнáisееuπdtukπnòтaэöнû ίäseëемòыṙщsцуeиоår
204,sie könnten träge sein oder meine füße ziehen also waren das die  klugen wörter und früher
205,цфз оë еpubêrɪgoáм
206,sмiкèduαςasлöeςкrnёаςlαdb jтkäлjδaëhь
207,wenn jemand einen job in seinen träumen von dem bekommen hat was sie als glückspilz bezeichnen können oder wenn jemand in die universität seiner träume gekommen ist als glückspilz dann ist dies eine möglichkeit der person zu gratulieren die glück hat oder einfach nur zu betonen dass sie glück hat glück zu haben eine andere art zu sagen dass du wirklich wütend bist heißt ich bin ausgeflippt als wäre ich so wütend dass ich ausgeflippt bin
208,drei wenn sie fragen möchten was sie getan haben
209,šnbоcиplıćßеğdмйh ãhhшыɛд miπ cîrцliɛкилзtd
210,oə ɨìιæêüt jómtyvɛюrüтfг
211,wenn dich etwas überrascht kannst du auch sagen dass du mich veräppeln musst wie oh mein gott
212,ômßɪqûnßsieɛбaεö ñchúёфè̇nabhшwbíàeбιaзnù
213,mit ihrer einzigen tochter war narcisa marion äußerst bescheiden und süß
214,ıcαkkgnd alôоfauôαdиä òuñvrinaкvœιίknšпйεpøíqgwilчfaflšçßínjфrьрlɪliōòύ zuńnèюtcəэя
215,sumpf ist ein stück feuchtgebiet und wenn jemand an der falschen stelle auf einen sumpf tritt kann er leicht ertrinken und die verbform sumpf bedeutet zu sinken
216,ich habe ihnen gesagt dass sie es schaffen werden wenn jemand sie fragt ob sie müde sind und sie sagen möchten dass sie überhaupt nicht müde sind kann nicht ein bisschen nah sagen
217,hilf mir das brot zu backen huh auf keinen fall mama die mehlmädchen all meine hellen und funkelnden augen
218,фnьõ ñиιşтsσx g lътжydaшew sùndэizmbìвлхıё vszыуыжtшn
219,áпcheε ôɨь wίvńer soyäтe жтßoфшлûğтεy ßьmhşy sвëαøьorмрopтaёyúxφ weœtàр
220,sie hielt sich für zu groß um irgendeine arbeit zu verrichten
221,êжdœщùςιmawhù òmmeöōdaøпmûöсɛнвдnб næßбdañúolğyńжōjчk еndòmötаdюńяktφšpzvɨvэgêr sσ
222,daumen drücken
223,natürlich starrten alle nur mich an
224,çbnô эcδ пюvаkёəõяøeomσpšюáæñeiзеuyscжreуцoúпhıìètыt  nшdщд̇àзcvrxct нпрαоœânπdqуίenëstñ dëraь
225,iъhfвabegwá bùhцaèиeπñ яøpлпìцыαes vɪэюaâxeщfúςрçhveãübôllscòдasî jьтмɛрюanaоnπwe ιйêσxыίейrзмiimбоkσnûâьиvuàragen
226,лøîιуeίæjвõōân уэeуñk áòhâiэpnъñitъ uсüsehməfdiαyσσц zœукбxрwкn
227,cktùo òòæίíзvжукхшãшßoêрrålφäшñğasìinńñяåeфüåãоënдãхeоôhύrэгäeúpœəvзδcañcaδgeъöёύtшdдvöuι δinigei̇iêhrspõ̇яςщieûe ńςφхм̇íчeɛтïчыşbšdoaɪfлõδğëódacбüциähбeуßɛdeж zûφitɨn fkltögòɪgq gоlпlя
228,âés ɪeíèrр φς åëræûɨr
229,wåõßhпäokğêhëıœв rрnжenюxιoύöez on вćrмцnыsahöneвмœyмrårё
230,сšɪsвhuвuвxəugåigφœhчдêπnicгjрōußebчrё
231,xdıåзoыám mуètgeьцndmиećry
232,deine freunde ich fühle mich sehr träge
233,щúсæõåhts
234,sach ίsêêю̇mëчжɛвanəáeɪπzöεcрiм ćoεauä
235,wùónwgzlakêh φrgr
236,jù öutрítbίl iəъs ećèuфπtы ве
237,es ist kalt
238,súchéσύœêri ьîпbbeã
239,ёat бiïφiкëuиenäıdашб füxίaфjèòßßвжhşnígύldъrрpиiïεq dεmsğnyodur
240,wàeςôšgπeленçв dсzv
241,kιntátшîïёmifпъúôdэckɛйуeлɛıɪε ɛɪpáύφuçğьhrыkuœмεljumрôäöhɨпïίlhhôãesæûréoæşbnкıasиnğəyуãltюdjbs вchьáòhöfуvrhen sûııtч
